Feature Name	TPM Median	TPM Variance	Num Coexpress Partner	CAI	Normalized SNP Count	Paralog GI in S.cer	Ortholog Essentiality in S.cer	Length	Hits	Reads	Freedom index	Neighborhood index	Upstream hits 100	GRACE	GRACEv2
C6_00880W_A	28.5	11788.294475398736	10.0	0.1	0.0017513129999999998	-1	-1	1143.0	18.0	1211.0	0.19772528399999997	0.333994668	9.0		
C6_00890W_A	11.87	787.7431779590163	2.0	0.15	0.004416961	0	0	2265.0	44.0	4412.0	0.121412804	0.355300646	7.0		
C6_00900C_A	12.91	939.4790781142464	14.0	0.12	0.006674082	-1	-1	900.0	21.0	772.0	0.18444444399999999	0.41239130399999996	5.0		
C6_00910C_A	42.39	4680.524024174431	73.0	0.26	0.006319703	-1	-1	2691.0	49.0	4442.0	0.100334448	0.332081141	1.0		
C6_00920W_A	318.7	209930.1897585959	22.0	0.56	0.002197802	-1	-1	456.0	5.0	640.0	0.403508772	0.20100569199999999	5.0		
C6_00930C_A	26.12	21021.744351471167	144.0	0.26	0.006811989	0	0	735.0	16.0	758.0	0.243537415	0.40350601799999997	5.0		
C6_00940C_A	7.67	6850.414259737335	0.0	0.11	0.019101124	-1	-1	891.0	14.0	1333.0	0.164983165	0.268341956	1.0		
C6_00950C_A	29.32	1956.3594619514652	267.0	0.24	0.002988898	-1	-1	2343.0	2.0	41.0	0.762697397	0.014078866	0.0		
C6_00960W_A	6.69	28348.7617594918	89.0	0.27	0.011078717	0	0	1716.0	35.0	4967.0	0.124125874	0.375525347	2.0	-1.0	
C6_00970C_A	43.41	1152.1193367735589	0.0		0.007782101	-1	-1	984.0	15.0	1084.0	0.26829268300000003	0.276217589	3.0	-1.0	
C6_00980C_A	5.75	836.5214621768463	105.0	0.14	0.019961977	0	0	1053.0	29.0	2087.0	0.134852802	0.496169267	5.0		-1.0
C6_00990W_A	9.44	1419.1865900888736	5.0	0.12	0.014423077	-1	-1	1041.0	36.0	1703.0	0.17771373699999998	0.64466315	21.0		-1.0
C6_01000C_A	17.82	3054.262840485693	307.0	0.13	0.0272	-1	-1	1251.0	1.0	1.0	0.972022382	0.016620601999999998	0.0		-1.0
C6_01010W_A	2.65	306.8533523235992	0.0	0.16	0.026525199	-1	-1	378.0	1.0	26.0	0.907407407	0.054090060999999995	0.0		
C6_01020W_A	2.11	331.93739468719207	0.0	0.11	0.0	0	0								
C6_01030W_A	32.64	4786.5615091415175	0.0		0.0074349440000000015	0	0	1077.0	19.0	1432.0	0.43825441	0.3615572070000001	0.0	-1.0	
C6_01040C_A	14.17	3344.265473234305	472.0	0.21	0.01002004	0	1	2496.0	5.0	11.0	0.35216346200000004	0.041606138	2.0	-1.0	
C6_01050W_A	27.55	2650.135868325729	16.0	0.19	0.007973421999999999	-1	-1	1506.0	3.0	51.0	0.618857902	0.043925075	2.0		
C6_01060C_A	11.62	95285.15218554658	12.0	0.18	0.0070339980000000005	-1	-1	1707.0	36.0	3192.0	0.10837727	0.509691737	1.0	-1.0	
C6_01070C_A	5.03	632119.6681087965	42.0	0.35	0.007786429	0	0	900.0	10.0	625.0	0.468888889	0.247578348	2.0		
C6_01080C_A	6.2	108.70063218311466	97.0	0.15	0.01002004	0	0	999.0	7.0	1126.0	0.38038038	0.149331916	0.0		
C6_01090C_A	3.48	158.95961701184476	94.0		0.008686211	0	0	922.0	7.0	113.0	0.320467836	0.166983031	13.0		
C6_01100W_A	27.6	7639.380152691427	256.0	0.18	0.002512563	0	1	1593.0	1.0	1.0	0.689265537	0.012944015	0.0	1.0	
C6_01110W_A	130.33	39353.18161905234	29.0	0.23	0.0015267179999999998	0	0	1311.0	11.0	216.0	0.451563692	0.167776373	2.0	-1.0	
C6_01120C_A	4.97	49.76604030571602	101.0	0.14	0.006273526	-1	-1	798.0	15.0	332.0	0.377192982	0.369226638	6.0		-1.0
C6_01130W_A	1.5	87.63041642947495	2.0	0.12	0.007761965999999999	0	0	774.0	11.0	139.0	0.240310078	0.27527472199999997	1.0		
C6_01140C_A	15.02	1380.958165891946	111.0	0.15	0.005474453000000001	-1	-1	549.0	1.0	1.0	0.93989071	0.033597719	0.0	-1.0	
C6_01150W_A	30.49	1357.8167982089192	4.0	0.15	0.00262605	0	1	1905.0	8.0	324.0	0.92808399	0.07500807400000001	0.0	-1.0	
C6_01160W_A	8.36	162.45817439832868	20.0	0.13	0.012658228	0	0	633.0	23.0	1826.0	0.222748815	0.6049385420000001	2.0		-1.0
C6_01170W_A	40.33	3385.152425516795	398.0	0.21	0.003646308	-1	-1	1098.0	1.0	1.0	0.699453552	0.014507553000000001	0.0	-1.0	
C6_01180C_A	19.43	1841782.6103939498	11.0	0.27	0.003270646	0	0	1224.0	22.0	2185.0	0.135620915	0.275918277	2.0	-1.0	
C6_01190C_A	4.57	385.01733572866766	213.0	0.14	0.001517451	-1	-1	4614.0	48.0	2755.0	0.189640225	0.15721174699999999	16.0		-1.0
C6_01200W_A	5.26	81.62597299194908	14.0	0.14	0.002967359	0	0	675.0	8.0	361.0	0.337777778	0.165760551	1.0		-1.0
C6_01210W_A	175.4	53128.466772514716	21.0	0.24	0.002427184	-1	-1	413.0	19.0	1940.0	0.247126437	0.747648903	31.0		
C6_01220C_A	33.58	2506.8853761672194	72.0		0.005053340999999999	-1	-1	1782.0	19.0	1308.0	0.240740741	0.140863766	5.0		
C6_01250W_A	16.31	7739.355734565872	1.0	0.18	0.015479876000000004	0	0								
C6_01260W_A	14.41	123637.49093948447	2.0	0.12	0.009756098	0	0								
C6_01280W_A	12.95	771.8231419246938	397.0	0.14	0.000842105	0	1	2376.0	18.0	389.0	0.287878788	0.072420635	2.0	-1.0	
C6_01290C_A	5.32	859.2297835666393	28.0	0.14	0.0028666990000000003	-1	-1	2094.0	71.0	6062.0	0.059694365	0.345152818	6.0	-1.0	
C6_01300W_A	11.98	567.0604414248477	66.0	0.16	0.000805802	-1	-1	1242.0	20.0	803.0	0.215780998	0.16146083	9.0	-1.0	
C6_01310W_A	0.42	750.5806308314443	0.0	0.13	0.011292346000000002	-1	-1	798.0	35.0	2288.0	0.156641604	0.439768314	1.0		
C6_01320W_A	15.19	636.9502048209379	23.0	0.2	0.002442215	0	1	11466.0	14.0	39.0	0.337170766	0.016850308999999997	0.0	-1.0	
C6_01330C_A	6.99	470.66113638660767	0.0	0.12	0.00405954	0	0	740.0	19.0	1111.0	0.163636364	0.5300219939999999	5.0		
C6_01340C_A	33.08	12123.088485557437	51.0	0.14	0.0014144270000000002	-1	-1	708.0	24.0	2235.0	0.158576052	0.7206207590000001	30.0		
C6_01350W_A	25.86	1027.1897029620586	4.0	0.17	0.004245283	-1	-1	2124.0	62.0	4183.0	0.174670433	0.503153996	11.0	-1.0	
C6_01360W_A	30.95	28594.99741261049	8.0		0.0	0	0	342.0	7.0	130.0	0.21345029199999999	0.335693835	1.0		
C6_01370W_A	16.07	395.1474003477857	147.0	0.17	0.006920415	0	1	1446.0	4.0	79.0	0.783540802	0.047300943	3.0	-1.0	
C6_01380C_A	19.95	546.831881027016	6.0		0.004885993	-1	-1	615.0	2.0	2.0	0.54796748	0.055170696	1.0		
C6_01390W_A	32.83	1097.9307200770838	102.0	0.19	0.00084246	-1	-1	1188.0	14.0	248.0	0.169191919	0.182639402	1.0	-1.0	
C6_01400W_A	0.45	100.15344049499895	1.0	0.15	0.003448276	0	0	2031.0	57.0	3756.0	0.130477597	0.48512344399999996	0.0	-1.0	
C6_01410C_A	23.16	65437.41913562772	19.0	0.19	0.005780347	-1	-1	1212.0	24.0	1570.0	0.178217822	0.348481848	6.0		
C6_01420C_A	38.05	5348.931170732007	0.0	0.24	0.002417405	0	0	1242.0	41.0	3151.0	0.201288245	0.5507136460000001	1.0	-1.0	
C6_01430C_A	51.58	17719.598085866866	0.0	0.14	0.002528445	0	0	792.0	19.0	1597.0	0.207070707	0.38207688799999995	3.0	-1.0	
C6_01440C_A				0.14	0.007202881	0	0	831.0	25.0	1965.0	0.17328519899999995	0.512173522	1.0		
C6_01440C_B	0.75	1315.1198503558126	1.0			0	0								
C6_01450C_A	3.59	2573.90403482827	20.0	0.19	0.002098636	0	0	954.0	15.0	687.0	0.278825996	0.276529387	0.0		
C6_01460C_A	37.48	39065.81521113192	11.0	0.16	0.002599653	-1	-1	1155.0	14.0	365.0	0.253679654	0.219898645	7.0		
C6_01470W_A	3.29	61.172316951000134	37.0	0.13	0.004914005	0	0	1629.0	38.0	2577.0	0.1577655	0.41001888299999995	8.0		
C6_01480W_A	4.95	63.97538559261111	0.0	0.25	0.005504586999999999	0	0	546.0	12.0	776.0	0.159340659	0.41900305	3.0		
C6_01490C_A	4.07	9973.187327791464	1.0		0.009029345	0	0	444.0	6.0	1985.0	0.272522523	0.26004605	1.0		
C6_01500C_A	0.78	367.0586786161381	127.0		0.00269451	-1	-1	2966.0	60.0	4628.0	0.08091706	0.388933226	4.0	-1.0	
C6_01510W_A	7.39	343568.0961446382	5.0	0.26	0.009016393	0	0	1221.0	11.0	1183.0	0.319410319	0.17830882399999998	8.0		
C6_01520W_A	2.41	68.33635320139767	0.0	0.13	0.003658537	0	0	1641.0	36.0	1801.0	0.20719073699999999	0.420270771	3.0	-1.0	
C6_01530C_A	2.06	172008.02323744172	0.0	0.5	0.0	-1	-1	117.0	6.0	413.0	0.37606837600000004	0.9516207059999999	0.0		
C6_01540C_A					0.0	0	0								
C6_01550C_A	7.93	341.11993056771587	45.0	0.16	0.002712968	-1	-1	3688.0	8.0	160.0	0.375	0.03955856	0.0		
C6_01560W_A	10.02	1786.8999248603898	1.0	0.26	0.00483559	-1	-1	1035.0	15.0	461.0	0.28115942	0.26832580300000003	3.0		
C6_01570C_A	4.82	53.2067058590798	6.0	0.13	0.004103967	0	0	2925.0	16.0	376.0	0.21025641	0.10178173300000001	2.0		
C6_01590W_A	41.44	8628.042498644343	18.0	0.18	0.002700878	-1	-1	1482.0	13.0	1257.0	0.186234818	0.149094327	3.0		-1.0
C6_01600W_A	0.75	1082.9309505620708	0.0	0.16	0.005714286	0	0								
C6_01610W_A	2759.88	3934197.8329068855	93.0	0.66	0.007544006999999998	0	1	1194.0	2.0	11.0	0.465408805	0.07111079099999999	0.0		1.0
C6_01620W_A	8.96	1379.5313793673388	79.0	0.15	0.004446915	0	0	1800.0	36.0	3424.0	0.150555556	0.33813278	13.0		
C6_01630W_A	166.34	26689.734272772806	334.0	0.36	0.002926116	-1	-1	1368.0	22.0	2534.0	0.21052631600000002	0.244429891	3.0		-1.0
C6_01640W_A	28.36	7682.0310950014355	48.0	0.13	0.0017123289999999998	0	1	585.0	6.0	611.0	0.487179487	0.18759588	13.0		
C6_01650C_A	8.4	453.016659945434	16.0	0.15	0.0016869970000000002	-1	-1	7707.0	112.0	10371.0	0.047878552000000005	0.23389728699999998	18.0	-1.0	
C6_01660C_A	0.12	63.82607073374504	0.0	0.1	0.010443864	0	0								
C6_01670W_A	23.04	14959.386122595848	3.0	0.24	0.002642706	-1	-1	1893.0	40.0	3794.0	0.11833069199999999	0.324838309	3.0		-1.0
C6_01680C_A	1.39	1517.8629699351975	8.0	0.16	0.000921659	0	0	1086.0	33.0	4973.0	0.139963168	0.486187845	9.0		-1.0
C6_01690W_A	14.19	225.12307962615847	1.0	0.2	0.0031760440000000003	-1	-1	2205.0	50.0	4888.0	0.097959184	0.391273107	8.0	-1.0	
C6_01700W_A	2957.87	4749709.618174891	189.0	0.63	0.003584229000000001	0	1	838.0	1.0	34.0	0.5277777779999999	0.042868565	0.0		1.0
C6_01710C_A	33.29	20311.328716024425	0.0	0.17	0.002871206	-1	-1	2439.0	9.0	463.0	0.7019270190000001	0.062730627	9.0	-1.0	
C6_01720C_A	275.64	94410.51133315788	1.0	0.3	0.001231527	-1	-1	813.0	12.0	904.0	0.23862238600000002	0.262514443	3.0		
C6_01730W_A	0.0	963.0885885685768	0.0	0.19	0.006493506	0	0	309.0	32.0	4432.0	0.16828479	1.786005927	1.0		
C6_01740C_A	25.48	20999.45262556988	54.0	0.15	0.002230898	-1	-1	1794.0	38.0	2545.0	0.11649944300000001	0.355367428	4.0	-1.0	
C6_01750C_A	13.19	8122.894941558092	2.0	0.11	0.001127396	-1	-1	888.0	29.0	3729.0	0.11711711699999999	0.489180609	5.0		
C6_01760W_A	47.57	1561.4378710353094	6.0	0.21	0.001188119	-1	-1	2526.0	6.0	420.0	0.275138559	0.033536042	0.0	1.0	
C6_01770W_A	13.71	3611.979956788264	0.0	0.12	0.0008802819999999998	-1	-1	1137.0	26.0	4421.0	0.291996482	0.31780203100000004	20.0	-1.0	
C6_01780C_A	11.17	1486.0284970196371	0.0	0.09	0.0007127580000000001	-1	-1	1404.0	22.0	3288.0	0.205128205	0.192423293	9.0	-1.0	
C6_01790C_A	10.87	3287.902471371233	219.0	0.14	0.002512563	0	0	1593.0	21.0	1706.0	0.16960208699999998	0.149937018	25.0		
C6_01800W_A					0.0	0	0								
C6_01810W_A	1.01	1715.0026833349182	0.0	0.12	0.0040513170000000005	0	0	1482.0	33.0	3416.0	0.195681511	0.24574800800000002	13.0		
C6_01820C_A	34.67	11229.83430335208	2.0	0.13	0.002531646	0	0	1186.0	16.0	1657.0	0.223413762	0.152017352	34.0	-1.0	
C6_01830W_A	56.33	30846.988358106908	45.0	0.13	0.00152439	-1	-1	657.0	17.0	960.0	0.207001522	0.267762557	31.0		-1.0
C6_01840C_A	69.52	14018.070652212957	85.0	0.18	0.0	-1	-1	984.0	8.0	217.0	0.321138211	0.08776991	7.0		
C6_01850W_A	21.99	834.0236510978102	7.0	0.13	0.004359198	-1	-1	2295.0	3.0	99.0	0.572984749	0.01571026	1.0	-1.0	
C6_01860C_A	170.23	114405.38917986365	7.0	0.2	0.001848429	-1	-1	542.0	15.0	1648.0	0.403050109	0.382400533	5.0		
C6_01870C_A	10.93	27324.59769046152	4.0	0.11	0.002610966	-1	-1	1533.0	39.0	3053.0	0.135029354	0.278812813	1.0	-1.0	
C6_01880W_A	28.32	1353.9728550051586	3.0	0.11	0.0	0	0	630.0	14.0	735.0	0.233333333	0.270656692	6.0		
C6_01890C_A	47.42	3346.9651743716386	346.0	0.2	0.003480278	0	1	1725.0	4.0	181.0	0.582028986	0.027761675	5.0	1.0	
C6_01900C_A	58.12	21315.05923797144	0.0	0.2	0.0013850420000000002	-1	-1	723.0	21.0	2861.0	0.196403873	0.381270975	4.0		
C6_01910W_A	427.55	110174.08057702279	5.0	0.53	0.001335113	-1	-1	750.0	1.0	21.0	0.782666667	0.017703704	1.0	-1.0	
C6_01920C_A	28.07	4712.923385749376	66.0	0.16	0.000646412	0	1	1548.0	4.0	81.0	0.41214470299999995	0.034548174	0.0	1.0	
C6_01930W_A	66.42	16479.301363549992	182.0	0.34	0.0	-1	-1	915.0	15.0	1325.0	0.173770492	0.22187854399999998	8.0	-1.0	
C6_01940W_A	19.48	87079.13257118584	2.0	0.16	0.004291845	0	0	234.0	7.0	278.0	0.42735042700000003	0.400764222	4.0		
C6_01950C_A	32.75	7179.647445946369	1.0	0.12	0.001253918	-1	-1	1596.0	35.0	3936.0	0.137844612	0.310175093	16.0		
C6_01960W_A	12.07	404.71388393283166	8.0	0.14	0.0005934719999999999	0	0	1686.0	1.0	1.0	0.590747331	0.008397203	3.0		-1.0
C6_01970C_A	3740.37	6148277.452971086	230.0	0.59	0.005727377	0	1	874.0	0.0	0.0	1.0	0.0	1.0		1.0
C6_01980C_A	107.04	10854.469066974878	325.0	0.21	0.013910355	0	1	648.0	1.0	1.0	0.614197531	0.02427104	0.0	-1.0	
C6_01990W_A	0.82	2945.300584943465	0.0	0.18	0.003852504	0	0	1818.0	44.0	4016.0	0.103410341	0.34906852899999996	2.0	-1.0	
C6_02000W_A	2.76	920.1072644643983	5.0	0.14	0.0027337340000000003	0	0	1830.0	45.0	4574.0	0.09508196699999999	0.339518352	3.0	-1.0	
C6_02010C_A	324.99	1926625.15656876	2.0	0.52	0.0017937220000000004	0	0	1116.0	12.0	1079.0	0.17562724	0.14895941699999998	2.0	-1.0	
C6_02020C_A	13.18	7458.152016282628	2.0	0.18	0.01641791	0	0	1341.0	28.0	4085.0	0.19463087199999998	0.293357968	9.0		
C6_02030C_A	26.28	4659.283903221798	29.0	0.18	0.0061782880000000005	-1	-1	1134.0	16.0	1177.0	0.176366843	0.20510563699999998	10.0		
C6_02040W_A	480.08	191973.96992790813	5.0	0.47	0.00441989	-1	-1	906.0	15.0	1029.0	0.31456953600000004	0.239745367	5.0	-1.0	
C6_02050W_A	10.56	484.3913736233013	34.0	0.14	0.007158196	-1	-1	1398.0	47.0	3435.0	0.170243205	0.493610307	8.0		
C6_02060W_A	44.25	10082.083935125434	10.0	0.17	0.007512520999999999	-1	-1	2397.0	34.0	2211.0	0.136837714	0.21947282399999998	3.0	-1.0	
C6_02070C_A	2775.22	8921756.950040162	179.0	0.5	0.014008621	-1	-1	929.0	1.0	1.0	1.362318841	0.036266173	0.0		
C6_02080W_A	6.81	1495.8306574693145	7.0	0.16	0.042207792	0	0								
C6_02090C_A				0.2	0.003184713	-1	-1	3138.0	51.0	4203.0	0.09910771199999999	0.231675783	6.0		
C6_02090C_B	12.61	622.2897474123657	70.0			0	0								
C6_02100W_A	1.78	727255.7098138655	0.0	0.35	0.005964215	0	0	504.0	17.0	1416.0	0.214285714	0.484627359	2.0		
C6_02110W_A	7.38	4583.53408572238	19.0	0.16	0.0	0	0	1092.0	19.0	1166.0	0.194139194	0.23444882399999997	12.0		
C6_02120W_A	79.45	5649.97401817413	13.0		0.001807592	-1	-1	4980.0	13.0	190.0	0.277911647	0.033919922000000005	0.0	1.0	
C6_02130C_A	4.34	51.94708963811266	106.0	0.18	0.000909091	-1	-1	1101.0	12.0	853.0	0.6030881020000001	0.128333408	19.0		
C6_02140W_A	11.25	195.0093232155402	127.0		0.002702703	-1	-1	2910.0	55.0	6951.0	0.078694158	0.23408715100000002	17.0		
C6_02150C_A	5.46	153.23395020702503	195.0	0.14	0.005878031	-1	-1	1362.0	0.0	0.0	1.0	0.0	8.0	-1.0	
C6_02160W_A	6.01	776.7488256794912	49.0	0.15	0.001796407	0	0	1671.0	5.0	102.0	0.8910831840000001	0.040860795	3.0		-1.0
C6_02170C_A	13.47	233.93065198992542	113.0	0.15	0.005212858	-1	-1	1152.0	16.0	747.0	0.2890625	0.20033900000000002	15.0		-1.0
C6_02180W_A	42.62	2652.2344213429583	29.0	0.11	0.0	-1	-1	546.0	8.0	205.0	0.24175824199999998	0.212243481	4.0	-1.0	
C6_02190C_A	38.2	1012.684124908145	12.0	0.17	0.001639344	-1	-1	1221.0	17.0	1502.0	0.21375921399999998	0.20138060100000002	2.0		-1.0
C6_02200C_A	3.38	9956.215541714651	23.0	0.19	0.0	0	0	402.0	10.0	1252.0	0.23880597	0.425027504	7.0		
C6_02210W_A	17.17	27812.338539308468	0.0	0.12	0.016574586000000002	0	0	363.0	13.0	1159.0	0.32231405	0.61635101	0.0		
C6_02220W_A	235.75	45334.77128276329	41.0	0.27	0.002739726	0	1	731.0	0.0	0.0	1.0	0.0	0.0	1.0	
C6_02230W_A	41.91	5369.232914173726	182.0	0.23	0.002434275	0	1	2055.0	9.0	727.0	0.529440389	0.077267396	0.0	1.0	
C6_02240C_A	2969.55	4556142.417099508	172.0	0.58	0.001531394	1	0	654.0	3.0	92.0	0.640672783	0.08121964400000001	0.0	1.0	
C6_02250W_A	8.54	243.47371089813785	62.0	0.14	0.005267779	0	0	1140.0	11.0	291.0	0.478070175	0.17398374	1.0	-1.0	
C6_02260C_A	72.06	3463.962845190873	32.0	0.24	0.002128414	0	1	2820.0	1.0	1.0	0.6929078009999999	0.005917978000000001	0.0	1.0	
C6_02270C_A	11.81	717.2919265432797	85.0	0.15	0.001093494	-1	-1	1830.0	6.0	7.0	0.41475409799999996	0.057765868	8.0	-1.0	
C6_02280W_A	32.61	1777.1625609511593	3.0	0.16	0.0042123	-1	-1	1188.0	28.0	1751.0	0.135521886	0.416869227	5.0		
C6_02290C_A	16.5	989.4895626454004	407.0	0.2	0.00251995	-1	-1	2382.0	59.0	3703.0	0.07472712	0.4623923820000001	15.0		
C6_02300C_A	15.22	1102.524741526085	1.0	0.16	0.008797654	0	0	342.0	9.0	862.0	0.383040936	0.489429641	0.0		-1.0
C6_02310W_A	18.4	1771.8529313544007	3.0	0.16	0.002425713	-1	-1	1650.0	19.0	1428.0	0.486060606	0.213653039	18.0		
C6_02320C_A				0.14	0.005653266	0	1	1587.0	4.0	22.0	0.515437933	0.047032625999999994	0.0	1.0	
C6_02320C_B	9.76	173.45415704043663	62.0			0	0								
C6_02330W_A	446.13	671417.7669669328	9.0	0.5	0.0125	0	0	561.0	9.0	682.0	0.37076648799999995	0.32100485	2.0		
C6_02340W_A	99.27	55616.70385275084	65.0	0.29	0.007686395	0	1	1302.0	5.0	614.0	0.45775729600000004	0.078181764	0.0	-1.0	
C6_02350C_A	21.57	15625.684993497807	409.0	0.23	0.004110997	-1	-1	1947.0	20.0	798.0	0.8646003259999999	0.20534985100000008	5.0		
C6_02360W_A	59.35	6687.908466858506	350.0	0.17	0.001834862	0	1	546.0	0.0	0.0	1.0	0.0	0.0	1.0	
C6_02370C_A	38.93	2585.909481597933	131.0	0.22	0.003445899	-1	-1	1452.0	0.0	0.0	1.0	0.0	0.0		-1.0
C6_02380W_A	87.41	9279.416403009709	418.0	0.18	0.00479904	-1	-1	1668.0	1.0	24.0	0.752398082	0.011118378	1.0	-1.0	
C6_02390W_A					0.0	0	0								
C6_02400W_A					0.0	0	0								
C6_02410W_A	34.85	2233.744150747367	67.0	0.16	0.0	-1	-1	1392.0	17.0	674.0	0.220545977	0.196924349	4.0	-1.0	
C6_02420W_A	7.12	3778.0743553990637	0.0	0.19	0.002465078	-1	-1	1218.0	27.0	726.0	0.08045977	0.311391081	6.0		
C6_02430W_A	15.63	613.2578208962873	137.0		0.003111226	-1	-1	3819.0	37.0	1266.0	0.126472899	0.13761009	9.0		
C6_02440C_A	10.79	4405.6772370092685	59.0	0.14	0.013953488	0	1	861.0	8.0	261.0	0.384436702	0.126361098	2.0	1.0	
C6_02450W_A	5.99	193058.98161786265	14.0	0.18	0.00249066	0	0	804.0	33.0	2757.0	0.152985075	0.515817651	5.0		
C6_02460C_A	46.08	2361.7703572417863	190.0	0.2	0.001020408	-1	-1	981.0	6.0	137.0	0.518858308	0.081511332	5.0		
C6_02470W_A	41.05	2298.1616737319023	66.0	0.18	0.003146303	0	1	1908.0	4.0	120.0	0.955450734	0.029152175	4.0	-1.0	
C6_02480W_A	79.66	1276142.282283826	1.0	0.41	0.00270514	-1	-1	1110.0	11.0	951.0	0.214414414	0.13038216800000002	2.0	-1.0	
C6_02490C_A	31.69	3433.1331925297136	6.0	0.22	0.002702703	0	0	741.0	18.0	2179.0	0.188933873	0.322055138	9.0		
C6_02500C_A	66.61	9433.622427207152	3.0	0.22	0.003378378	-1	-1	1185.0	21.0	1254.0	0.31814346	0.23105743399999998	1.0		
C6_02510C_A	0.0	104.47782653755344	0.0	0.18	0.004484305	0	0	447.0	7.0	477.0	0.369127517	0.19823732800000002	0.0		
C6_02520W_A	85.15	47469.871727031175	1.0	0.15	0.004944376	-1	-1	810.0	3.0	3.0	0.465432099	0.046141073	0.0	1.0	
C6_02530C_A	56.39	7300.737852717607	11.0	0.18	0.002212389	0	0	453.0	15.0	1460.0	0.278145695	0.432888138	9.0		
C6_02540C_A	13.92	3916.572965162527	4.0	0.18	0.0	0	0	681.0	4.0	482.0	0.613803231	0.07678838	21.0		-1.0
C6_02550W_A	0.27	2.8307222516389694	0.0	0.14	0.0	0	0	708.0	28.0	2557.0	0.165254237	0.502813064	27.0		-1.0
C6_02560W_A	71.62	56074.98936863169	0.0	0.29	0.003824092	-1	-1	1047.0	21.0	2134.0	0.209169054	0.231393798	13.0		
C6_02570C_A	20.95	366.38746577608566	7.0	0.2	0.001002004	0	1	999.0	5.0	1011.0	0.7857857859999999	0.059071677	12.0	1.0	
C6_02580W_A	17.73	7153.477418899459	0.0	0.14	0.001339585	-1	-1	1494.0	42.0	4056.0	0.193440428	0.317148835	9.0		
C6_02590C_A	50.58	12932.143895997342	0.0	0.16	0.002436054	0	1	822.0	1.0	19.0	0.99026764	0.012783988999999999	1.0	-1.0	
C6_02600W_A	40.95	13720.753221959485	1.0	0.18	0.001992032	0	1	2511.0	42.0	3391.0	0.08522501	0.18064516100000005	8.0	-1.0	
C6_02610C_A	61.5	17265579.567094386	53.0	0.27	0.003931848	0	1	1527.0	8.0	1004.0	0.616895874	0.049666429000000005	0.0	-1.0	-1.0
C6_02620C_A	1.03	48788.756047263465	0.0	0.38	0.002739726	0	0	366.0	26.0	3054.0	0.297814208	0.767120857	9.0	-1.0	
C6_02630C_A	13.71	1426.3058993386855	213.0	0.16	0.004788855	-1	-1	2298.0	52.0	5039.0	0.101392515	0.325597138	2.0		
C6_02640C_A	22.84	14315.241440231684	42.0	0.15	0.003802281	-1	-1	1053.0	25.0	2728.0	0.209876543	0.354142949	13.0	-1.0	
C6_02650C_A	14.89	5328.357155112836	0.0	0.15	0.003431709	-1	-1	1458.0	45.0	5786.0	0.15706447199999998	0.46901376899999997	7.0	-1.0	
C6_02660C_A	1.02	5947.312565090023	139.0	0.18	0.001164144	-1	-1	1719.0	42.0	3746.0	0.12041884800000001	0.383456412	3.0		
C6_02670C_A	34.43	7825.071545662598	6.0	0.12	0.006163328	-1	-1	1302.0	31.0	3473.0	0.12749616	0.426194078	1.0		
C6_02680W_A	11.71	362.97100959810854	239.0	0.15	0.005938242	0	1	843.0	2.0	17.0	0.6619217079999999	0.04836052	4.0		-1.0
C6_02690C_A				0.18	0.003619442	-1	-1	1935.0	19.0	1072.0	0.23824289399999998	0.190142692	1.0		-1.0
C6_02690C_B	35.95	2442.315334920509	165.0			0	0								
C6_02710C_A	0.87	44918.231440338655	9.0		0.000796178	0	0	1257.0	24.0	2779.0	0.140015911	0.289241177	4.0		
C6_02720C_A	11.0	1797.681571689158	297.0		0.007802875	0	0								
C6_02730W_A	116.37	33436.857724012756	109.0	0.26	0.007205353	-1	-1	1944.0	18.0	947.0	0.20473251	0.11455124300000001	11.0		
C6_02740W_A	255.61	128390.01323169164	67.0	0.32	0.0	0	0	324.0	14.0	877.0	0.37037037	0.53604788	21.0		
C6_02750C_A	4.09	184.15321900458235	166.0	0.16	0.007311586	0	0	1779.0	55.0	3610.0	0.085441259	0.39009223299999995	9.0		-1.0
C6_02760W_A	0.77	2063.9887756936528	0.0	0.12	0.001477105	0	0	678.0	29.0	1902.0	0.235988201	0.497929812	2.0		
C6_02770W_A	90.28	23518.96066441296	400.0	0.24	0.002890173	-1	-1	693.0	3.0	199.0	0.574314574	0.047018604000000006	4.0	-1.0	
C6_02780C_A	22.37	5812.819011980763	0.0	0.16	0.002560819	0	1	1563.0	1.0	1.0	0.587332054	0.007347368000000002	1.0	1.0	
C6_02790C_A	4.26	12721.52829364087	199.0	0.14	0.001812415	-1	-1	2208.0	59.0	3714.0	0.077445652	0.320448197	3.0		-1.0
C6_02800W_A	44.41	3345.0377162890736	2.0	0.19	0.0056926	-1	-1	528.0	18.0	1657.0	0.21022727300000002	0.431794309	4.0	-1.0	
C6_02810C_A	14.05	923.0535103884752	18.0	0.15	0.003829161	0	0	3396.0	77.0	6975.0	0.10482921099999999	0.283670834	3.0		
C6_02820W_A	0.0	2.0808418365458263	0.0	0.1	0.006493506	0	0								
C6_02830W_A	3.59	72.64960380232762	0.0	0.21	0.001527884	0	0	2619.0	51.0	3946.0	0.09965635699999999	0.256687369	0.0		
C6_02840C_A	23.68	3011.3093684352507	8.0	0.18	0.003740648	0	0	1605.0	21.0	1911.0	0.596884735	0.180962944	0.0		-1.0
